Frequency (Hz)	Level (dB)
613.696289	-38.369743
619.079590	-38.936329
624.462891	-41.718243
629.846191	-39.776314
635.229492	-37.699772
640.612793	-39.608681
645.996094	-40.618065
651.379395	-37.852749
656.762695	-36.684292
662.145996	-38.898922
667.529297	-37.233242
672.912598	-36.747894
678.295898	-39.599350
683.679199	-41.117374
689.062500	-39.437317
694.445801	-38.351051
699.829102	-38.972866
705.212402	-40.225555
710.595703	-40.623100
715.979004	-37.308792
721.362305	-36.136463
726.745605	-39.589542
732.128906	-40.710133
737.512207	-39.295101
742.895508	-38.095715
748.278809	-37.358223
753.662109	-37.995831
759.045410	-39.437992
764.428711	-38.408733
769.812012	-37.684109
775.195312	-39.605000
780.578613	-38.965118
785.961914	-38.772491
791.345215	-40.421673
796.728516	-42.689835
802.111816	-40.387569
807.495117	-39.371349
812.878418	-39.565704
818.261719	-41.831577
823.645020	-40.207420
829.028320	-39.878746
834.411621	-38.416927
839.794922	-37.690578
845.178223	-39.444412
850.561523	-41.438457
855.944824	-41.283775
861.328125	-38.041702
866.711426	-40.827023
872.094727	-38.796494
877.478027	-39.987862
882.861328	-41.756855
888.244629	-41.414837
893.627930	-43.320095
899.011230	-40.461830
904.394531	-42.602264
909.777832	-41.193405
915.161133	-40.483963
920.544434	-41.106468
925.927734	-37.630390
931.311035	-38.962002
936.694336	-39.710899
942.077637	-40.572865
947.460938	-40.860252
952.844238	-40.467262
958.227539	-40.617222
963.610840	-40.395248
968.994141	-42.186111
974.377441	-41.157726
979.760742	-41.885918
985.144043	-41.572815
990.527344	-39.158390
995.910645	-38.922920
1001.293945	-41.701012
1006.677246	-40.078575
1012.060547	-40.015800
1017.443848	-41.327766
1022.827148	-40.047035
1028.210449	-39.429291
1033.593750	-43.697849
1038.977051	-44.952118
1044.360352	-43.680641
1049.743652	-41.116344
1055.126953	-40.983875
1060.510254	-40.565044
1065.893555	-41.122959
1071.276855	-41.262066
1076.660156	-40.577259
1082.043457	-39.751602
1087.426758	-36.374805
1092.810059	-37.990463
1098.193359	-41.837761
1103.576660	-40.198265
1108.959961	-39.300270
1114.343262	-39.520332
1119.726562	-38.998741
1125.109863	-37.763981
1130.493164	-40.254097
1135.876465	-43.644787
1141.259766	-43.855244
1146.643066	-43.810345
1152.026367	-43.769333
1157.409668	-42.169567
1162.792969	-42.508240
1168.176270	-42.579029
1173.559570	-44.134987
1178.942871	-44.551800
1184.326172	-41.762993
1189.709473	-41.333290
1195.092773	-43.650364
1200.476074	-40.834820
1205.859375	-43.142487
1211.242676	-41.473961
1216.625977	-41.263977
1222.009277	-41.625095
1227.392578	-39.943424
1232.775879	-39.140873
1238.159180	-41.150558
1243.542480	-41.376797
1248.925781	-40.741695
1254.309082	-40.948921
1259.692383	-42.221550
1265.075684	-41.659779
1270.458984	-39.170414
1275.842285	-40.850571
1281.225586	-44.065090
1286.608887	-42.927197
1291.992188	-45.370289
1297.375488	-43.278217
1302.758789	-42.762436
1308.142090	-40.985981
1313.525391	-41.757912
1318.908691	-40.983231
1324.291992	-43.039013
1329.675293	-43.581490
1335.058594	-40.483826
1340.441895	-40.608368
1345.825195	-41.986233
1351.208496	-43.772919
1356.591797	-42.472855
1361.975098	-40.804550
1367.358398	-43.024288
1372.741699	-44.552868
1378.125000	-43.099369
1383.508301	-40.753063
1388.891602	-41.935638
1394.274902	-42.341381
1399.658203	-40.543884
1405.041504	-40.115925
1410.424805	-43.157051
1415.808105	-43.633724
1421.191406	-41.605495
1426.574707	-41.994759
1431.958008	-41.430714
1437.341309	-42.976562
1442.724609	-42.168060
1448.107910	-43.766960
1453.491211	-43.263557
1458.874512	-43.850304
1464.257812	-42.994637
1469.641113	-41.067974
1475.024414	-40.871872
1480.407715	-43.246578
1485.791016	-44.825748
1491.174316	-45.491043
1496.557617	-43.255516
1501.940918	-43.928787
1507.324219	-43.202854
1512.707520	-41.858734
1518.090820	-40.907646
1523.474121	-40.730999
1528.857422	-40.499367
1534.240723	-39.881886
1539.624023	-39.356178
1545.007324	-40.830952
1550.390625	-42.209564
1555.773926	-43.247841
1561.157227	-41.279327
1566.540527	-41.663040
1571.923828	-43.062302
1577.307129	-42.246204
1582.690430	-41.844563
1588.073730	-40.561741
1593.457031	-40.141754
1598.840332	-41.436432
1604.223633	-41.710186
1609.606934	-41.473846
1614.990234	-41.787613
1620.373535	-41.749512
1625.756836	-41.999825
1631.140137	-43.074425
1636.523438	-42.463959
1641.906738	-40.967125
1647.290039	-39.095356
1652.673340	-40.126846
1658.056641	-44.206417
1663.439941	-42.097191
1668.823242	-39.362114
1674.206543	-39.102592
1679.589844	-39.378132
1684.973145	-40.046055
1690.356445	-42.736984
1695.739746	-44.391769
1701.123047	-42.696037
1706.506348	-43.675251
1711.889648	-43.966427
1717.272949	-42.915230
1722.656250	-44.283588
1728.039551	-43.043549
1733.422852	-40.525578
1738.806152	-40.612484
1744.189453	-42.058578
1749.572754	-43.383816
1754.956055	-44.022465
1760.339355	-43.126472
1765.722656	-42.504009
1771.105957	-42.201054
1776.489258	-42.867615
1781.872559	-43.908321
1787.255859	-44.262993
1792.639160	-43.077862
1798.022461	-39.954376
1803.405762	-40.482742
1808.789062	-44.051971
1814.172363	-44.462471
1819.555664	-43.397362
1824.938965	-44.091881
1830.322266	-44.633804
1835.705566	-42.501324
1841.088867	-44.125427
1846.472168	-45.412281
1851.855469	-45.136951
1857.238770	-42.932163
1862.622070	-42.243393
1868.005371	-40.090858
1873.388672	-42.512798
1878.771973	-46.438839
1884.155273	-44.638371
1889.538574	-42.831043
1894.921875	-43.683842
1900.305176	-46.241459
1905.688477	-43.011185
1911.071777	-42.325302
1916.455078	-46.069786
1921.838379	-41.759373
1927.221680	-44.157112
1932.604980	-44.335529
1937.988281	-43.429600
1943.371582	-43.411186
1948.754883	-43.213280
1954.138184	-43.925686
1959.521484	-43.494686
1964.904785	-40.897091
1970.288086	-40.879967
1975.671387	-43.083656
1981.054688	-43.805046
1986.437988	-41.887989
1991.821289	-43.469791
1997.204590	-43.176086
2002.587891	-42.841312
2007.971191	-42.719952
2013.354492	-43.431644
2018.737793	-45.811916
2024.121094	-46.900742
2029.504395	-44.614059
2034.887695	-43.035839
2040.270996	-45.412041
2045.654297	-42.520184
2051.037598	-42.371613
2056.420898	-43.638691
2061.804199	-45.325203
2067.187500	-43.958767
2072.570801	-42.113422
2077.954102	-43.362103
2083.337402	-45.765484
2088.720703	-43.019890
2094.104004	-43.114128
2099.487305	-45.177876
2104.870605	-43.725258
2110.253906	-45.506195
2115.637207	-44.521706
2121.020508	-46.290775
2126.403809	-43.067696
2131.787109	-41.881081
2137.170410	-44.272491
2142.553711	-44.281643
2147.937012	-44.307598
2153.320312	-41.659893
2158.703613	-44.180489
2164.086914	-42.811874
2169.470215	-42.876385
2174.853516	-44.822803
2180.236816	-43.618568
2185.620117	-44.548241
2191.003418	-44.907059
2196.386719	-45.135227
2201.770020	-45.665222
2207.153320	-44.883152
2212.536621	-43.405716
2217.919922	-41.622982
2223.303223	-42.251656
2228.686523	-41.215076
2234.069824	-42.373825
2239.453125	-42.962708
2244.836426	-44.444893
2250.219727	-46.135021
2255.603027	-45.301235
2260.986328	-41.915699
2266.369629	-45.515438
2271.752930	-44.577511
2277.136230	-44.104744
2282.519531	-44.691868
2287.902832	-45.451439
2293.286133	-45.297554
2298.669434	-45.249016
2304.052734	-44.666546
2309.436035	-44.536564
2314.819336	-45.529575
2320.202637	-46.577236
2325.585938	-47.022572
2330.969238	-44.674438
2336.352539	-41.737194
2341.735840	-44.760471
2347.119141	-47.273270
2352.502441	-46.588264
2357.885742	-43.167995
2363.269043	-43.686665
2368.652344	-43.631142
2374.035645	-43.659405
2379.418945	-46.272018
2384.802246	-45.304302
2390.185547	-42.972298
2395.568848	-45.564175
2400.952148	-47.037453
2406.335449	-45.503803
2411.718750	-44.559166
2417.102051	-45.220650
2422.485352	-45.223106
2427.868652	-45.109230
2433.251953	-42.341839
2438.635254	-42.157787
2444.018555	-45.590645
2449.401855	-43.875137
2454.785156	-42.389061
2460.168457	-44.687248
2465.551758	-44.786163
2470.935059	-44.363297
2476.318359	-44.389793
2481.701660	-44.326607
2487.084961	-45.083595
2492.468262	-47.589756
2497.851562	-46.729115
2503.234863	-45.974766
2508.618164	-47.052608
2514.001465	-45.141640
2519.384766	-46.436428
2524.768066	-43.860935
2530.151367	-43.469254
2535.534668	-40.862656
2540.917969	-41.824852
2546.301270	-43.972664
2551.684570	-41.360638
2557.067871	-41.600613
2562.451172	-43.472427
2567.834473	-43.807793
2573.217773	-43.942322
2578.601074	-43.741314
2583.984375	-42.499989
2589.367676	-42.974091
2594.750977	-44.039822
2600.134277	-44.072582
2605.517578	-42.991497
2610.900879	-43.285294
2616.284180	-45.346069
2621.667480	-45.326096
2627.050781	-45.728992
2632.434082	-47.448750
2637.817383	-46.997673
2643.200684	-44.997025
2648.583984	-49.163506
2653.967285	-46.056015
2659.350586	-44.563259
2664.733887	-45.410248
2670.117188	-47.582268
2675.500488	-49.469437
2680.883789	-45.374405
2686.267090	-43.943977
2691.650391	-44.548904
2697.033691	-43.945766
2702.416992	-44.138088
2707.800293	-44.798050
2713.183594	-43.801266
2718.566895	-46.207150
2723.950195	-45.472500
2729.333496	-43.357346
2734.716797	-43.679539
2740.100098	-44.229996
2745.483398	-43.717247
2750.866699	-42.843788
2756.250000	-41.940750
2761.633301	-42.958477
2767.016602	-44.937618
2772.399902	-46.765114
2777.783203	-44.970238
2783.166504	-46.609871
2788.549805	-45.652466
2793.933105	-42.399479
2799.316406	-46.051270
2804.699707	-46.302776
2810.083008	-45.597210
2815.466309	-45.910744
2820.849609	-45.546558
2826.232910	-43.321674
2831.616211	-45.195011
2836.999512	-45.908569
2842.382812	-43.372974
2847.766113	-43.462021
2853.149414	-44.478310
2858.532715	-44.805935
2863.916016	-45.999298
2869.299316	-46.590019
2874.682617	-46.288242
2880.065918	-43.215664
2885.449219	-44.293976
2890.832520	-43.623470
2896.215820	-44.724998
2901.599121	-44.905262
2906.982422	-44.513119
2912.365723	-46.644108
2917.749023	-45.914799
2923.132324	-46.695877
2928.515625	-44.651432
2933.898926	-45.772114
2939.282227	-45.327873
2944.665527	-44.447193
2950.048828	-45.727245
2955.432129	-44.735840
2960.815430	-45.737278
2966.198730	-47.273888
2971.582031	-44.099533
2976.965332	-44.265892
2982.348633	-45.309181
2987.731934	-45.474674
2993.115234	-44.419941
2998.498535	-43.937218
3003.881836	-46.409889
3009.265137	-47.044418
3014.648438	-46.276699
3020.031738	-46.712917
3025.415039	-45.900906
3030.798340	-47.075989
3036.181641	-46.661373
3041.564941	-45.271324
3046.948242	-44.163292
3052.331543	-46.147495
3057.714844	-48.316814
3063.098145	-48.563370
3068.481445	-48.217251
3073.864746	-45.663265
3079.248047	-45.571945
3084.631348	-47.230278
3090.014648	-44.309875
3095.397949	-46.320484
3100.781250	-45.742249
3106.164551	-45.699844
3111.547852	-45.493618
3116.931152	-46.121513
3122.314453	-45.494572
3127.697754	-46.101597
3133.081055	-45.206425
3138.464355	-44.645107
3143.847656	-48.985256
3149.230957	-46.493660
3154.614258	-43.488945
3159.997559	-43.726723
3165.380859	-46.671078
3170.764160	-44.915928
3176.147461	-45.675915
3181.530762	-46.647785
3186.914062	-45.994316
3192.297363	-46.108616
3197.680664	-46.892986
3203.063965	-44.408329
3208.447266	-46.069981
3213.830566	-46.742359
3219.213867	-45.470623
3224.597168	-44.741425
3229.980469	-44.565224
3235.363770	-45.477127
3240.747070	-46.242054
3246.130371	-45.232395
3251.513672	-46.082783
3256.896973	-46.010601
3262.280273	-42.984222
3267.663574	-42.852798
3273.046875	-47.441097
3278.430176	-47.891346
3283.813477	-46.181293
3289.196777	-44.319416
3294.580078	-43.068085
3299.963379	-44.621769
3305.346680	-44.622246
3310.729980	-43.174324
3316.113281	-46.143082
3321.496582	-46.941483
3326.879883	-45.572807
3332.263184	-46.362854
3337.646484	-43.747410
3343.029785	-42.774796
3348.413086	-46.429726
3353.796387	-48.089909
3359.179688	-46.555790
3364.562988	-45.314667
3369.946289	-48.628418
3375.329590	-45.126369
3380.712891	-43.552544
3386.096191	-44.939667
3391.479492	-44.766472
3396.862793	-46.228138
3402.246094	-48.421520
3407.629395	-47.845718
3413.012695	-45.485382
3418.395996	-46.131569
3423.779297	-46.392223
3429.162598	-45.655720
3434.545898	-46.010937
3439.929199	-45.840431
3445.312500	-45.596840
3450.695801	-46.790314
3456.079102	-45.227406
3461.462402	-45.169926
3466.845703	-48.632977
3472.229004	-50.813435
3477.612305	-47.647316
3482.995605	-45.301727
3488.378906	-46.146759
3493.762207	-47.177032
3499.145508	-47.047169
3504.528809	-44.673271
3509.912109	-45.488789
3515.295410	-46.812317
3520.678711	-44.894272
3526.062012	-46.442043
3531.445312	-45.527924
3536.828613	-46.753632
3542.211914	-46.424805
3547.595215	-46.815014
3552.978516	-46.821888
3558.361816	-46.948097
3563.745117	-46.040909
3569.128418	-44.529160
3574.511719	-45.275097
3579.895020	-44.673920
3585.278320	-46.660339
3590.661621	-46.965996
3596.044922	-47.149120
3601.428223	-46.875271
3606.811523	-46.112877
3612.194824	-45.961857
3617.578125	-49.114922
3622.961426	-47.908451
3628.344727	-46.165642
3633.728027	-48.046661
3639.111328	-46.552906
3644.494629	-45.916698
3649.877930	-46.358139
3655.261230	-47.410648
3660.644531	-46.994953
3666.027832	-48.364048
3671.411133	-47.180805
3676.794434	-48.770325
3682.177734	-47.085865
3687.561035	-45.699917
3692.944336	-45.265503
3698.327637	-43.995861
3703.710938	-44.465252
3709.094238	-44.984077
3714.477539	-46.173840
3719.860840	-47.364231
3725.244141	-43.932880
3730.627441	-44.202503
3736.010742	-46.112194
3741.394043	-46.379185
3746.777344	-46.447338
3752.160645	-46.023098
3757.543945	-47.209126
3762.927246	-47.531681
3768.310547	-45.922379
3773.693848	-45.280739
3779.077148	-46.241119
3784.460449	-46.350677
3789.843750	-45.660053
3795.227051	-45.423172
3800.610352	-46.708477
3805.993652	-47.747719
3811.376953	-49.786278
3816.760254	-48.172379
3822.143555	-47.318790
3827.526855	-45.802624
3832.910156	-45.303238
3838.293457	-45.393234
3843.676758	-46.491467
3849.060059	-44.893791
3854.443359	-44.213871
3859.826660	-45.438251
3865.209961	-46.971985
3870.593262	-46.302830
3875.976562	-47.117531
3881.359863	-48.670288
3886.743164	-50.181175
3892.126465	-47.292675
3897.509766	-46.050896
3902.893066	-46.582058
3908.276367	-47.744583
3913.659668	-45.721661
3919.042969	-46.308178
3924.426270	-47.423531
3929.809570	-47.824718
3935.192871	-46.858677
3940.576172	-45.452732
3945.959473	-46.958897
3951.342773	-46.809250
3956.726074	-48.036552
3962.109375	-47.692368
3967.492676	-46.444878
3972.875977	-46.617733
3978.259277	-47.137581
3983.642578	-48.464664
3989.025879	-46.937798
3994.409180	-45.879879
3999.792480	-46.122749
4005.175781	-46.722584
4010.559082	-48.330494
4015.942383	-51.136299
4021.325684	-49.411621
4026.708984	-47.338802
4032.092285	-44.938976
4037.475586	-45.834068
4042.858887	-47.459393
4048.242188	-47.644630
4053.625488	-47.931648
4059.008789	-45.584991
4064.392090	-45.187962
4069.775391	-45.516148
4075.158691	-44.612282
4080.541992	-45.390034
4085.925293	-46.515354
4091.308594	-44.793980
4096.691895	-43.994045
4102.075195	-47.207668
4107.458496	-49.671085
4112.841797	-48.795055
4118.225098	-46.715221
4123.608398	-45.251266
4128.991699	-47.095112
4134.375000	-48.215546
4139.758301	-46.633736
4145.141602	-46.647053
4150.524902	-50.154278
4155.908203	-46.725628
4161.291504	-48.897709
4166.674805	-48.391994
4172.058105	-46.973724
4177.441406	-46.136604
4182.824707	-47.052711
4188.208008	-47.623940
4193.591309	-48.181049
4198.974609	-46.339169
4204.357910	-44.031559
4209.741211	-45.180229
4215.124512	-47.527145
4220.507812	-47.303188
4225.891113	-46.633457
4231.274414	-46.346565
4236.657715	-44.880901
4242.041016	-47.576656
4247.424316	-51.332417
4252.807617	-51.304684
4258.190918	-48.589886
4263.574219	-47.062756
4268.957520	-46.097713
4274.340820	-48.928627
4279.724121	-46.161564
4285.107422	-45.278145
4290.490723	-45.221859
4295.874023	-47.531475
4301.257324	-47.515953
4306.640625	-45.717396
4312.023926	-49.044796
4317.407227	-47.288651
4322.790527	-45.113853
4328.173828	-45.702888
4333.557129	-46.970184
4338.940430	-47.777401
4344.323730	-45.218964
4349.707031	-44.475620
4355.090332	-46.781467
4360.473633	-46.621147
4365.856934	-47.311771
4371.240234	-47.118183
4376.623535	-45.635120
4382.006836	-46.257511
4387.390137	-45.444546
4392.773438	-44.381535
4398.156738	-45.123821
4403.540039	-45.823597
4408.923340	-45.444790
4414.306641	-47.554684
4419.689941	-46.202686
4425.073242	-44.984531
4430.456543	-44.753986
4435.839844	-46.816673
4441.223145	-47.972797
4446.606445	-48.541786
4451.989746	-47.871956
4457.373047	-46.367390
4462.756348	-44.882034
4468.139648	-48.225777
4473.522949	-48.833981
4478.906250	-48.034580
4484.289551	-47.600384
4489.672852	-49.150875
4495.056152	-48.807583
4500.439453	-46.309464
4505.822754	-45.079144
4511.206055	-43.995609
4516.589355	-43.779942
4521.972656	-44.896503
4527.355957	-47.527431
4532.739258	-47.537148
4538.122559	-47.627281
4543.505859	-46.017391
4548.889160	-45.066135
4554.272461	-45.174194
4559.655762	-46.162857
4565.039062	-49.530441
4570.422363	-49.649292
4575.805664	-46.162193
4581.188965	-45.217331
4586.572266	-45.420643
4591.955566	-46.318703
4597.338867	-48.505890
4602.722168	-46.963520
4608.105469	-47.243946
4613.488770	-46.914139
4618.872070	-47.964058
4624.255371	-46.020401
4629.638672	-44.351681
4635.021973	-45.800598
4640.405273	-47.578915
4645.788574	-46.082428
4651.171875	-47.158173
4656.555176	-45.599850
4661.938477	-46.188385
4667.321777	-47.116035
4672.705078	-47.770061
4678.088379	-47.392448
4683.471680	-45.027199
4688.854980	-44.916237
4694.238281	-44.837055
4699.621582	-47.157207
4705.004883	-48.168671
4710.388184	-48.075344
4715.771484	-44.510227
4721.154785	-45.900860
4726.538086	-47.941231
4731.921387	-46.838638
4737.304688	-46.522648
4742.687988	-48.256447
4748.071289	-46.231083
4753.454590	-46.370804
4758.837891	-46.567356
4764.221191	-46.880875
4769.604492	-47.132236
4774.987793	-48.056049
4780.371094	-46.441265
4785.754395	-46.118877
4791.137695	-47.339771
4796.520996	-46.986198
4801.904297	-46.454441
4807.287598	-46.743538
4812.670898	-48.370392
4818.054199	-49.467896
4823.437500	-47.801212
4828.820801	-46.854950
4834.204102	-45.755005
4839.587402	-46.796597
4844.970703	-46.566315
4850.354004	-44.255043
4855.737305	-47.185444
4861.120605	-46.750423
4866.503906	-47.882824
4871.887207	-48.550838
4877.270508	-47.280506
4882.653809	-46.476223
4888.037109	-47.273956
4893.420410	-47.106510
4898.803711	-48.211323
4904.187012	-49.613201
4909.570312	-48.886330
4914.953613	-46.616882
4920.336914	-49.299973
4925.720215	-48.573193
4931.103516	-46.629345
4936.486816	-46.924450
4941.870117	-48.439236
4947.253418	-47.813408
4952.636719	-48.476257
4958.020020	-47.623119
4963.403320	-46.932964
4968.786621	-45.927296
4974.169922	-49.075638
4979.553223	-51.998909
4984.936523	-48.853767
4990.319824	-46.304100
4995.703125	-48.651188
5001.086426	-49.542065
5006.469727	-45.310509
5011.853027	-48.124931
5017.236328	-49.013874
5022.619629	-51.564110
5028.002930	-48.031094
5033.386230	-50.615669
5038.769531	-48.626892
5044.152832	-44.695976
5049.536133	-45.496887
5054.919434	-45.945667
5060.302734	-46.942837
5065.686035	-50.249290
5071.069336	-49.428883
5076.452637	-47.846954
5081.835938	-48.705917
5087.219238	-49.816544
5092.602539	-49.002598
5097.985840	-50.375198
5103.369141	-49.246658
5108.752441	-47.676189
5114.135742	-50.192280
5119.519043	-45.351387
5124.902344	-46.597622
5130.285645	-47.522572
5135.668945	-45.394062
5141.052246	-47.469643
5146.435547	-49.903904
5151.818848	-49.703857
5157.202148	-47.584087
5162.585449	-47.483410
5167.968750	-47.606258
5173.352051	-46.876575
5178.735352	-46.957428
5184.118652	-48.573471
5189.501953	-48.373318
5194.885254	-50.071117
5200.268555	-49.323132
5205.651855	-49.386074
5211.035156	-47.315197
5216.418457	-45.418076
5221.801758	-47.411636
5227.185059	-48.923927
5232.568359	-46.234589
5237.951660	-46.444439
5243.334961	-47.431225
5248.718262	-48.003139
5254.101562	-48.254433
5259.484863	-47.174713
5264.868164	-51.046513
5270.251465	-46.868103
5275.634766	-46.712112
5281.018066	-49.787743
5286.401367	-46.626328
5291.784668	-46.464684
5297.167969	-48.701675
5302.551270	-48.059238
5307.934570	-49.088081
5313.317871	-49.319935
5318.701172	-47.898960
5324.084473	-47.592400
5329.467773	-47.475445
5334.851074	-49.085869
5340.234375	-48.852386
5345.617676	-47.338985
5351.000977	-47.860722
5356.384277	-46.946117
5361.767578	-47.070286
5367.150879	-47.063961
5372.534180	-46.287788
5377.917480	-48.725590
5383.300781	-46.745544
5388.684082	-46.422737
5394.067383	-46.295372
5399.450684	-46.039249
5404.833984	-47.243271
5410.217285	-48.502403
5415.600586	-53.173977
5420.983887	-49.985634
5426.367188	-48.468948
5431.750488	-48.723232
5437.133789	-48.094131
5442.517090	-46.364204
5447.900391	-46.750919
5453.283691	-48.572353
5458.666992	-47.916618
5464.050293	-48.769707
5469.433594	-48.385983
5474.816895	-48.466274
5480.200195	-49.139465
5485.583496	-49.175896
5490.966797	-48.906300
5496.350098	-48.480831
5501.733398	-47.674976
5507.116699	-48.270153
5512.500000	-49.357719
5517.883301	-48.097603
5523.266602	-46.838432
5528.649902	-50.032337
5534.033203	-50.597332
5539.416504	-47.000835
5544.799805	-45.247158
5550.183105	-48.103168
5555.566406	-48.084930
5560.949707	-48.227203
5566.333008	-49.150421
5571.716309	-47.331493
5577.099609	-43.842403
5582.482910	-46.336514
5587.866211	-47.750141
5593.249512	-50.011620
5598.632812	-49.840542
5604.016113	-49.471874
5609.399414	-47.098854
5614.782715	-46.455891
5620.166016	-47.985573
5625.549316	-48.612782
5630.932617	-48.731274
5636.315918	-51.706226
5641.699219	-48.829166
5647.082520	-52.078598
5652.465820	-50.022053
5657.849121	-49.023479
5663.232422	-49.797100
5668.615723	-48.338211
5673.999023	-49.156433
5679.382324	-49.700462
5684.765625	-51.908455
5690.148926	-48.492432
5695.532227	-52.106457
5700.915527	-49.091347
5706.298828	-46.225056
5711.682129	-47.375027
5717.065430	-47.271351
5722.448730	-47.962841
5727.832031	-46.789028
5733.215332	-47.190067
5738.598633	-46.643974
5743.981934	-48.432617
5749.365234	-49.019886
5754.748535	-49.846607
5760.131836	-48.302879
5765.515137	-49.398403
5770.898438	-48.797771
5776.281738	-48.235065
5781.665039	-48.622597
5787.048340	-48.121773
5792.431641	-48.140514
5797.814941	-48.051453
5803.198242	-48.709904
5808.581543	-50.137333
5813.964844	-50.279087
5819.348145	-48.003330
5824.731445	-47.399513
5830.114746	-48.565578
5835.498047	-50.042614
5840.881348	-48.011566
5846.264648	-45.863579
5851.647949	-47.095406
5857.031250	-45.642769
5862.414551	-45.717667
5867.797852	-46.700974
5873.181152	-48.842892
5878.564453	-49.912121
5883.947754	-47.901211
5889.331055	-48.348450
5894.714355	-46.748554
5900.097656	-47.066559
5905.480957	-48.374416
5910.864258	-47.072300
5916.247559	-46.163818
5921.630859	-48.097878
5927.014160	-50.038620
5932.397461	-51.476418
5937.780762	-50.759975
5943.164062	-49.969521
5948.547363	-48.586914
5953.930664	-48.112053
5959.313965	-46.841564
5964.697266	-45.534313
5970.080566	-45.347202
5975.463867	-45.981800
5980.847168	-45.434029
5986.230469	-43.967033
5991.613770	-47.015945
5996.997070	-50.688587
6002.380371	-49.688774
6007.763672	-48.186638
6013.146973	-48.393730
6018.530273	-48.235542
6023.913574	-45.516434
6029.296875	-47.675354
6034.680176	-50.792667
6040.063477	-46.791046
6045.446777	-49.017845
6050.830078	-47.691589
6056.213379	-47.633484
6061.596680	-46.958385
6066.979980	-47.038311
6072.363281	-47.399414
6077.746582	-48.132088
6083.129883	-48.786598
6088.513184	-45.818729
6093.896484	-45.884892
6099.279785	-48.430115
6104.663086	-50.297840
6110.046387	-47.829365
6115.429688	-48.181175
6120.812988	-47.858192
6126.196289	-48.348457
6131.579590	-48.808708
6136.962891	-47.669403
6142.346191	-48.118465
6147.729492	-47.666546
6153.112793	-50.646603
6158.496094	-49.407654
6163.879395	-47.731228
6169.262695	-47.269596
6174.645996	-47.982582
6180.029297	-48.062950
6185.412598	-48.614731
6190.795898	-50.382107
6196.179199	-50.171112
6201.562500	-49.259254
6206.945801	-50.748466
6212.329102	-48.602192
6217.712402	-46.348339
6223.095703	-47.416225
6228.479004	-47.203491
6233.862305	-46.688171
6239.245605	-48.787415
6244.628906	-48.013073
6250.012207	-46.485569
6255.395508	-48.417137
6260.778809	-48.591206
6266.162109	-50.043659
6271.545410	-49.376488
6276.928711	-49.745663
6282.312012	-48.408714
6287.695312	-48.228329
6293.078613	-48.460224
6298.461914	-50.014969
6303.845215	-48.900127
6309.228516	-46.264210
6314.611816	-46.451588
6319.995117	-47.324238
6325.378418	-46.238098
6330.761719	-47.873909
6336.145020	-49.003662
6341.528320	-50.440662
6346.911621	-48.807491
6352.294922	-46.480965
6357.678223	-46.240017
6363.061523	-48.959011
6368.444824	-49.232124
6373.828125	-47.498779
6379.211426	-48.552315
6384.594727	-50.238735
6389.978027	-47.447292
6395.361328	-49.169659
